class,brightness,mean_r,mean_g,mean_b,height,width
buildings,153.96955555555556,158.98546666666667,157.10626666666667,145.81693333333334,150,150
buildings,110.05315555555555,110.05315555555555,110.05315555555555,110.05315555555555,150,150
buildings,102.59005925925926,119.2016888888889,100.95551111111111,87.61297777777777,150,150
buildings,112.06285925925926,115.99164444444445,116.79626666666667,103.40066666666667,150,150
buildings,47.14715555555556,47.14715555555556,47.14715555555556,47.14715555555556,150,150
buildings,77.49702222222223,58.458622222222225,79.65622222222223,94.37622222222222,150,150
buildings,160.36512592592592,184.81244444444445,173.092,123.19093333333333,150,150
buildings,34.74783703703704,41.10697777777778,36.89551111111111,26.241022222222224,150,150
buildings,142.1722814814815,133.062,142.92031111111112,150.53453333333334,150,150
buildings,154.79711111111112,154.79711111111112,154.79711111111112,154.79711111111112,150,150
buildings,106.02220740740741,102.72013333333334,107.18502222222222,108.16146666666667,150,150
buildings,120.86724444444444,124.20253333333334,116.754,121.6452,150,150
buildings,121.30401481481482,117.92493333333333,121.23942222222222,124.74768888888889,150,150
buildings,126.51358518518518,134.96026666666666,125.83982222222222,118.74066666666667,150,150
buildings,111.06714074074074,122.97751111111111,114.45271111111111,95.7712,150,150
buildings,115.68574814814815,103.07684444444445,115.1819111111111,128.7984888888889,150,150
buildings,141.83903703703703,130.0963111111111,147.81511111111112,147.6056888888889,150,150
buildings,126.94515555555556,131.2776,132.0213777777778,117.53648888888888,150,150
buildings,161.67146666666667,158.1128,161.80551111111112,165.0960888888889,150,150
buildings,132.01875555555554,122.33373333333333,130.7776888888889,142.94484444444444,150,150
buildings,107.54271111111112,110.52133333333333,114.83546666666666,97.27133333333333,150,150
buildings,113.13225185185185,111.13484444444444,113.04106666666667,115.22084444444444,150,150
buildings,134.8180888888889,141.66773333333333,133.74053333333333,129.046,150,150
buildings,157.69965925925925,168.93502222222222,158.6392,145.52475555555554,150,150
buildings,105.86176296296296,78.51244444444444,109.00168888888889,130.07115555555555,150,150
buildings,120.90019259259259,124.69413333333334,122.31355555555555,115.69288888888889,150,150
buildings,121.15505185185185,148.85866666666666,119.27142222222223,95.33506666666666,150,150
buildings,125.18296296296296,128.32773333333333,123.38022222222222,123.84093333333334,150,150
buildings,105.60382222222222,113.69915555555555,103.9316,99.18071111111111,150,150
buildings,118.28008888888888,91.21133333333333,120.16373333333334,143.4652,150,150
buildings,110.02626666666667,132.06506666666667,112.83604444444444,85.1776888888889,150,150
buildings,37.23254814814815,55.35733333333334,34.534933333333335,21.805377777777778,150,150
buildings,143.4846074074074,114.01422222222222,147.68773333333334,168.75186666666667,150,150
buildings,135.1510962962963,142.3076,136.9990222222222,126.14666666666666,150,150
buildings,120.58822222222223,109.91044444444445,119.1632,132.69102222222222,150,150
buildings,159.83278518518517,157.10462222222222,159.87017777777777,162.52355555555556,150,150
buildings,110.60851851851852,116.03506666666667,112.8116888888889,102.9788,150,150
buildings,122.298,86.95368888888889,119.80884444444445,160.13146666666665,150,150
buildings,36.31616296296296,37.29648888888889,33.27426666666667,38.37773333333333,150,150
buildings,135.42435555555556,139.34426666666667,138.11844444444444,128.81035555555556,150,150
buildings,130.45607407407408,94.47017777777778,129.70666666666668,167.19137777777777,150,150
buildings,149.8845037037037,136.73662222222222,151.2872,161.6296888888889,150,150
buildings,120.57851851851852,126.59506666666667,123.03982222222223,112.10066666666667,150,150
buildings,113.78887407407407,120.05706666666667,115.79284444444444,105.5167111111111,150,150
buildings,110.78722962962964,95.89164444444444,110.82288888888888,125.64715555555556,150,150
buildings,143.04585185185186,143.99813333333333,146.10884444444446,139.03057777777778,150,150
buildings,98.24100740740741,88.4332,106.44533333333334,99.84448888888889,150,150
buildings,88.33774814814815,84.4704888888889,85.73946666666667,94.80328888888889,150,150
buildings,136.37454814814814,147.6168888888889,137.48208888888888,124.02466666666666,150,150
buildings,133.92931851851853,131.96826666666666,134.93591111111112,134.88377777777777,150,150
buildings,81.06948148148147,86.44417777777778,81.71288888888888,75.05137777777777,150,150
buildings,115.47122962962963,108.87444444444445,115.62017777777778,121.91906666666667,150,150
buildings,119.1872,126.88395555555556,120.8592,109.81844444444444,150,150
buildings,122.16722962962963,107.27271111111111,122.00991111111111,137.21906666666666,150,150
buildings,117.21472592592593,101.34502222222223,119.74475555555556,130.5544,150,150
buildings,120.1042962962963,121.40008888888889,119.6148,119.298,150,150
buildings,130.56854814814815,98.54782222222222,129.3276888888889,163.83013333333332,150,150
buildings,41.906785185185186,37.5364,38.03604444444444,50.147911111111114,150,150
buildings,135.81842962962963,137.12302222222223,136.61515555555556,133.7171111111111,150,150
buildings,93.4396888888889,103.02728888888889,99.76377777777778,77.528,150,150
buildings,81.92771851851852,88.24524444444444,83.14364444444445,74.39426666666667,150,150
buildings,106.52737777777777,69.71395555555556,107.63004444444445,142.23813333333334,150,150
buildings,90.8240888888889,97.12297777777778,93.22324444444445,82.12604444444445,150,150
buildings,165.8989925925926,171.4084,165.41395555555556,160.87462222222223,150,150
buildings,126.51854814814814,124.67044444444444,126.22702222222222,128.65817777777778,150,150
buildings,101.94653333333333,101.94653333333333,101.94653333333333,101.94653333333333,150,150
buildings,81.23788148148148,81.16742222222223,82.44408888888888,80.10213333333333,150,150
buildings,105.20435555555555,98.29524444444445,106.45866666666667,110.85915555555556,150,150
buildings,63.83551111111111,74.082,67.80977777777778,49.614755555555554,150,150
buildings,158.5273037037037,147.76684444444444,159.29573333333335,168.51933333333332,150,150
buildings,129.0156888888889,118.54257777777778,131.51373333333333,136.99075555555555,150,150
buildings,129.5415851851852,129.7771111111111,131.42453333333333,127.42311111111111,150,150
buildings,124.27816296296297,116.51506666666667,124.74462222222222,131.5748,150,150
buildings,93.53151111111112,91.02062222222222,93.31137777777778,96.26253333333334,150,150
buildings,153.2187851851852,155.53604444444446,153.31724444444444,150.80306666666667,150,150
buildings,120.77945185185185,105.73564444444445,120.10693333333333,136.4957777777778,150,150
buildings,95.9344,91.65266666666666,96.19115555555555,99.95937777777777,150,150
buildings,159.66494814814814,147.4775111111111,156.19591111111112,175.32142222222222,150,150
buildings,126.33948148148149,139.20697777777778,124.54497777777777,115.26648888888889,150,150
buildings,74.48694814814814,76.0548,74.08502222222222,73.32102222222223,150,150
buildings,140.9152,140.81608888888888,143.32044444444443,138.60906666666668,150,150
buildings,105.74011851851851,88.53911111111111,108.64537777777778,120.03586666666666,150,150
buildings,112.17296296296297,103.07177777777778,114.70995555555555,118.73715555555556,150,150
buildings,106.51167407407408,84.20586666666667,104.37831111111112,130.95084444444444,150,150
buildings,109.8769037037037,93.67342222222223,110.05284444444445,125.90444444444445,150,150
buildings,112.93445925925926,134.67275555555557,105.87244444444444,98.25817777777777,150,150
buildings,145.56925925925927,139.9036888888889,143.28946666666667,153.51462222222221,150,150
buildings,105.60127407407407,65.76524444444445,102.97364444444445,148.06493333333333,150,150
buildings,191.3526222222222,197.2827111111111,193.64613333333332,183.12902222222223,150,150
buildings,92.21420740740741,94.7056,94.42262222222222,87.5144,150,150
buildings,96.33042962962963,101.80422222222222,106.12911111111111,81.05795555555555,150,150
buildings,107.30751111111111,94.94542222222222,100.71942222222222,126.2576888888889,150,150
buildings,143.2549925925926,144.6588,142.52613333333332,142.58004444444444,150,150
buildings,131.64733333333334,131.64733333333334,131.64733333333334,131.64733333333334,150,150
buildings,139.33628148148148,121.628,141.0184,155.36244444444444,150,150
buildings,68.95431111111111,89.52271111111111,62.47826666666667,54.861955555555554,150,150
buildings,130.27102222222223,111.14182222222222,130.73946666666666,148.93177777777777,150,150
buildings,125.28979259259259,95.91248888888889,126.30133333333333,153.65555555555557,150,150
buildings,135.8416,135.8416,135.8416,135.8416,150,150
buildings,78.7141037037037,92.89817777777778,95.326,47.91813333333333,150,150
buildings,103.10608888888889,93.52995555555556,103.61248888888889,112.17582222222222,150,150
buildings,99.7417037037037,93.37191111111112,102.29626666666667,103.55693333333333,150,150
buildings,111.84222222222222,131.5069777777778,113.3364,90.6832888888889,150,150
buildings,97.39328888888889,111.05133333333333,89.7608,91.36773333333333,150,150
buildings,137.5576888888889,137.65826666666666,137.18933333333334,137.82546666666667,150,150
buildings,119.17001481481482,116.85062222222223,120.86555555555556,119.79386666666667,150,150
buildings,89.28555555555556,75.80364444444444,95.5012888888889,96.55173333333333,150,150
buildings,106.2685037037037,122.13337777777778,102.7568,93.91533333333334,150,150
buildings,147.99434074074074,151.77786666666665,147.5904,144.61475555555555,150,150
buildings,110.44626666666667,89.36862222222223,109.36644444444444,132.60373333333334,150,150
buildings,101.36817777777777,101.36817777777777,101.36817777777777,101.36817777777777,150,150
buildings,119.80511111111112,113.18977777777778,118.59604444444444,127.62951111111111,150,150
buildings,118.55294814814815,108.34706666666666,125.17657777777778,122.1352,150,150
buildings,76.64743703703704,94.43604444444445,79.4084,56.09786666666667,150,150
buildings,86.46659259259259,89.04911111111112,87.4384,82.91226666666667,150,150
buildings,134.83831111111112,119.57844444444444,131.30546666666666,153.6310222222222,150,150
buildings,102.90715555555556,102.90715555555556,102.90715555555556,102.90715555555556,150,150
buildings,130.92813333333334,108.29124444444444,131.68595555555555,152.8072,150,150
buildings,117.99368888888888,109.54586666666667,117.61955555555555,126.81564444444444,150,150
buildings,116.45191111111112,114.66666666666667,119.68871111111112,115.00035555555556,150,150
buildings,175.60404444444444,179.77373333333333,178.66595555555554,168.37244444444445,150,150
buildings,113.83220740740741,116.35004444444445,115.02853333333333,110.11804444444445,150,150
buildings,89.22877037037037,89.95582222222222,89.8072,87.92328888888889,150,150
buildings,134.87585185185185,120.18155555555556,136.82528888888888,147.62071111111112,150,150
buildings,110.4922962962963,110.6755111111111,109.90168888888888,110.89968888888889,150,150
buildings,54.315022222222225,73.47884444444445,55.30555555555556,34.160666666666664,150,150
buildings,19.994814814814816,23.77,19.80368888888889,16.410755555555557,150,150
buildings,99.13202962962963,87.47782222222222,99.40622222222223,110.51204444444444,150,150
buildings,148.8291851851852,149.09204444444444,148.0304888888889,149.36502222222222,150,150
buildings,84.2363111111111,86.00848888888889,83.47613333333334,83.2243111111111,150,150
buildings,108.43845925925926,146.99555555555557,108.142,70.17782222222222,150,150
buildings,72.15001481481481,50.43924444444445,67.78568888888888,98.2251111111111,150,150
buildings,90.86792592592593,69.30591111111112,91.1635111111111,112.13435555555556,150,150
buildings,123.20432592592593,135.7767111111111,125.5012,108.33506666666666,150,150
buildings,61.422311111111114,61.422311111111114,61.422311111111114,61.422311111111114,150,150
buildings,145.57717037037037,138.77293333333333,140.60995555555556,157.34862222222222,150,150
buildings,121.92571851851852,119.73297777777778,120.41831111111111,125.62586666666667,150,150
buildings,172.54007407407408,172.05697777777777,176.32466666666667,169.23857777777778,150,150
buildings,113.7381037037037,117.432,114.6264,109.15591111111111,150,150
buildings,123.49915555555556,131.71622222222223,124.90964444444444,113.8716,150,150
buildings,100.96151111111111,68.90048888888889,96.30115555555555,137.6828888888889,150,150
buildings,129.51302222222222,122.98013333333333,130.97866666666667,134.58026666666666,150,150
buildings,87.72531851851852,96.57857777777778,83.91933333333333,82.67804444444444,150,150
buildings,133.80691851851853,134.01728888888888,135.51546666666667,131.888,150,150
buildings,110.93808888888888,100.74266666666666,113.97328888888889,118.09831111111112,150,150
buildings,91.04666666666667,90.6144,92.29168888888888,90.23391111111111,150,150
buildings,146.5270074074074,149.52622222222223,148.42115555555554,141.63364444444446,150,150
buildings,108.41478518518518,94.52795555555555,108.48897777777778,122.22742222222222,150,150
buildings,116.54514074074073,125.7068,118.63475555555556,105.29386666666667,150,150
buildings,130.63997037037038,115.0475111111111,132.25555555555556,144.61684444444444,150,150
buildings,116.46031111111111,118.37177777777778,116.35733333333333,114.65182222222222,150,150
buildings,63.78602962962963,56.909822222222225,60.06808888888889,74.38017777777777,150,150
buildings,124.04487407407407,138.41982222222222,126.5052,107.2096,150,150
buildings,130.2637777777778,132.33266666666665,130.52715555555557,127.9315111111111,150,150
buildings,144.55108148148148,141.78475555555556,145.43533333333335,146.43315555555554,150,150
buildings,188.20995555555555,188.20995555555555,188.20995555555555,188.20995555555555,150,150
buildings,163.04773333333333,164.75382222222223,164.11924444444443,160.27013333333332,150,150
buildings,136.30188148148147,137.2664,133.46315555555555,138.1760888888889,150,150
buildings,134.19042962962962,139.9232888888889,137.57995555555556,125.06804444444444,150,150
buildings,117.04025185185185,123.11275555555555,116.33448888888888,111.67351111111111,150,150
buildings,83.6222962962963,83.69635555555556,84.96457777777778,82.20595555555556,150,150
buildings,137.08739259259258,131.93137777777778,138.3700888888889,140.96071111111112,150,150
buildings,106.91588148148148,104.72577777777778,107.70324444444445,108.31862222222222,150,150
buildings,116.84094814814814,113.87275555555556,118.92413333333333,117.72595555555556,150,150
buildings,181.45770370370371,193.3716,181.05146666666667,169.95004444444444,150,150
buildings,122.69278518518519,119.54635555555555,119.35755555555555,129.17444444444445,150,150
buildings,112.03035555555556,99.42373333333333,114.61457777777778,122.05275555555555,150,150
buildings,74.00608888888888,74.55684444444445,72.24475555555556,75.21666666666667,150,150
buildings,130.89084444444444,132.70293333333333,130.68848888888888,129.2811111111111,150,150
buildings,168.7061185185185,175.3232888888889,165.368,165.42706666666666,150,150
buildings,110.95488888888889,110.95488888888889,110.95488888888889,110.95488888888889,150,150
buildings,129.92958518518518,128.40555555555557,127.51715555555556,133.86604444444444,150,150
buildings,107.73602962962963,107.76128888888888,108.47626666666666,106.97053333333334,150,150
buildings,117.78085925925926,99.05048888888889,116.6108888888889,137.6812,150,150
buildings,113.67890370370371,93.05906666666667,118.81022222222222,129.16742222222223,150,150
buildings,124.52471111111112,122.52288888888889,130.23262222222223,120.81862222222222,150,150
buildings,120.07114074074074,111.5244,120.9436,127.74542222222222,150,150
buildings,89.89678518518518,85.17684444444444,92.18844444444444,92.32506666666667,150,150
buildings,106.73423703703703,114.82684444444445,105.11906666666667,100.2568,150,150
buildings,149.00088888888888,162.6064,147.85444444444445,136.5418222222222,150,150
buildings,110.44477037037036,111.68146666666667,122.35355555555556,97.2992888888889,150,150
buildings,147.38188148148149,134.96715555555556,148.9000888888889,158.2784,150,150
buildings,106.30682962962963,109.42755555555556,107.28368888888889,102.20924444444445,150,150
buildings,143.26811851851852,137.28413333333333,140.32977777777776,152.19044444444444,150,150
buildings,114.34736296296296,108.50577777777778,119.46755555555555,115.06875555555555,150,150
buildings,149.83774814814814,148.10137777777777,149.89502222222222,151.51684444444444,150,150
buildings,129.8267111111111,148.80555555555554,135.42084444444444,105.25373333333333,150,150
buildings,129.51235555555556,133.7232,129.9723111111111,124.84155555555556,150,150
buildings,124.81114074074074,133.6487111111111,126.04524444444445,114.73946666666667,150,150
buildings,113.72957037037037,115.86591111111112,113.25902222222223,112.06377777777777,150,150
buildings,165.08962962962963,170.31671111111112,164.3935111111111,160.55866666666665,150,150
buildings,153.55641481481481,136.85955555555554,150.49426666666668,173.31542222222222,150,150
buildings,148.01933333333332,134.24666666666667,144.99662222222221,164.8147111111111,150,150
buildings,161.89703703703702,162.5317777777778,164.83506666666668,158.32426666666666,150,150
buildings,132.46964444444444,130.45337777777777,132.85035555555555,134.1052,150,150
buildings,114.05645925925926,118.38182222222223,115.78351111111111,108.00404444444445,150,150
buildings,112.23814814814814,100.47044444444444,112.31968888888889,123.92431111111111,150,150
buildings,125.73540740740741,120.46182222222222,126.19915555555555,130.54524444444445,150,150
buildings,98.26798518518518,72.01897777777778,80.3724888888889,142.4124888888889,150,150
buildings,87.47237037037037,94.2348,86.10297777777778,82.07933333333334,150,150
buildings,100.47791111111111,94.88044444444445,101.54702222222222,105.00626666666666,150,150
buildings,149.30456296296296,159.97435555555555,149.98044444444446,137.95888888888888,150,150
buildings,127.26022222222223,127.50022222222222,127.63497777777778,126.64546666666666,150,150
buildings,106.37416296296297,125.85208888888889,100.79128888888889,92.47911111111111,150,150
buildings,120.64407407407407,123.03257777777777,120.83902222222223,118.06062222222222,150,150
buildings,130.90964444444444,131.97533333333334,128.29951111111112,132.4540888888889,150,150
buildings,62.412785185185186,71.3831111111111,64.62146666666666,51.233777777777775,150,150
buildings,106.41358518518518,94.0188,111.08155555555555,114.1404,150,150
buildings,125.6481925925926,128.05484444444446,128.97746666666666,119.91226666666667,150,150
buildings,100.08371851851852,110.01448888888889,103.30768888888889,86.92897777777777,150,150
buildings,132.6449925925926,146.53671111111112,137.77853333333334,113.61973333333333,150,150
buildings,128.6923111111111,147.1872,121.43942222222222,117.4503111111111,150,150
buildings,193.70034074074073,187.17053333333334,193.63764444444445,200.29284444444446,150,150
buildings,46.8252,46.8252,46.8252,46.8252,150,150
buildings,98.51521481481481,91.91168888888889,98.77791111111111,104.85604444444445,150,150
buildings,101.85502222222222,103.51502222222223,101.0468,101.00324444444445,150,150
buildings,159.52266666666668,158.8816888888889,157.3292,162.35711111111112,150,150
buildings,132.33117037037036,129.8572888888889,133.11728888888888,134.01893333333334,150,150
buildings,124.71134814814815,125.31355555555555,121.95013333333333,126.87035555555556,150,150
buildings,127.3316,111.39608888888888,127.73364444444445,142.86506666666668,150,150
buildings,116.4922962962963,113.58084444444444,116.90746666666666,118.98857777777778,150,150
buildings,161.78094814814816,148.49346666666668,161.6580888888889,175.1912888888889,150,150
buildings,137.4462962962963,115.08591111111112,137.192,160.06097777777777,150,150
buildings,106.99826666666667,92.858,106.60986666666666,121.52693333333333,150,150
buildings,126.22002962962964,129.2888,127.91622222222222,121.45506666666667,150,150
buildings,121.58937777777778,127.59155555555556,124.83053333333334,112.34604444444444,150,150
buildings,108.71032592592593,114.74582222222222,110.44457777777778,100.94057777777778,150,150
buildings,121.00851851851851,127.124,120.39653333333334,115.50502222222222,150,150
buildings,126.05702222222222,127.61635555555556,126.88786666666667,123.66684444444445,150,150
buildings,160.0574074074074,162.40466666666666,159.80533333333332,157.9622222222222,150,150
buildings,132.90773333333334,118.71013333333333,133.3076888888889,146.70537777777778,150,150
buildings,106.77801481481481,122.16355555555556,104.7452888888889,93.4252,150,150
buildings,126.99554074074074,127.30862222222223,132.5416,121.1364,150,150
buildings,155.84823703703702,153.81928888888888,155.53444444444443,158.1909777777778,150,150
buildings,126.4001037037037,134.402,124.31653333333334,120.48177777777778,150,150
buildings,132.73814814814816,116.08866666666667,131.7452,150.38057777777777,150,150
buildings,96.87863703703704,85.64013333333334,97.50644444444444,107.48933333333333,150,150
buildings,129.38142222222223,129.65982222222223,129.35097777777779,129.13346666666666,150,150
buildings,117.61312592592593,122.26964444444444,114.43484444444445,116.1348888888889,150,150
buildings,143.69782222222221,130.69982222222222,141.5072888888889,158.88635555555555,150,150
buildings,99.7716,83.69386666666666,98.72368888888889,116.89724444444444,150,150
buildings,122.40490370370371,111.58591111111112,127.76204444444444,127.86675555555556,150,150
buildings,137.63413333333332,138.27346666666668,139.02133333333333,135.6076,150,150
buildings,157.50647407407408,127.63235555555555,155.22937777777778,189.65768888888888,150,150
buildings,138.24767407407407,165.3627111111111,132.77337777777777,116.60693333333333,150,150
buildings,121.83302222222223,109.77284444444444,118.40208888888888,137.32413333333332,150,150
buildings,154.5394222222222,150.46977777777778,155.81946666666667,157.32902222222222,150,150
buildings,173.4890814814815,176.0745777777778,175.2536,169.13906666666668,150,150
buildings,140.87902222222223,91.11457777777778,139.78284444444444,191.73964444444445,150,150
buildings,173.32404444444444,171.52537777777778,173.71475555555554,174.732,150,150
buildings,128.83515555555556,128.3458222222222,128.7015111111111,129.45813333333334,150,150
buildings,111.44660740740741,124.92408888888889,107.3343111111111,102.08142222222222,150,150
buildings,133.87357037037037,138.56382222222223,140.5668,122.49008888888889,150,150
buildings,117.0784,127.81657777777778,115.0624888888889,108.35613333333333,150,150
buildings,140.27725925925927,134.75671111111112,139.64155555555556,146.4335111111111,150,150
buildings,175.17016296296296,181.0115111111111,173.2351111111111,171.26386666666667,150,150
buildings,159.7594222222222,159.48866666666666,161.40137777777778,158.38822222222223,150,150
buildings,44.17594074074074,50.566044444444444,44.869955555555556,37.09182222222222,150,150
buildings,107.7615111111111,95.52742222222223,111.6164,116.14071111111112,150,150
buildings,134.96456296296296,132.63968888888888,135.6100888888889,136.64391111111112,150,150
buildings,136.34663703703703,132.69093333333333,136.04355555555554,140.30542222222223,150,150
buildings,118.75866666666667,113.99395555555556,120.71888888888888,121.56315555555555,150,150
buildings,115.87062222222222,66.97124444444445,113.38075555555555,167.25986666666665,150,150
buildings,120.59361481481481,126.00608888888888,120.16168888888889,115.61306666666667,150,150
buildings,117.50303703703703,107.13502222222222,122.08791111111111,123.28617777777778,150,150
buildings,100.25672592592592,65.84595555555556,105.35568888888889,129.56853333333333,150,150
buildings,38.07703703703704,42.48151111111111,36.985733333333336,34.763866666666665,150,150
buildings,104.99371851851852,107.60657777777777,109.90444444444445,97.47013333333334,150,150
buildings,117.49610370370371,114.28377777777777,122.5544,115.65013333333333,150,150
buildings,91.00290370370371,99.11004444444444,94.57226666666666,79.3264,150,150
buildings,69.30817777777777,62.23475555555556,69.59035555555556,76.09942222222222,150,150
buildings,108.18133333333333,105.60666666666667,108.3484,110.58893333333333,150,150
buildings,170.31091851851852,171.5243111111111,168.9952888888889,170.41315555555556,150,150
buildings,150.11373333333333,150.11373333333333,150.11373333333333,150.11373333333333,150,150
buildings,91.88826666666667,60.117244444444445,92.73728888888888,122.81026666666666,150,150
buildings,121.96025185185185,121.68315555555556,121.95813333333334,122.23946666666667,150,150
buildings,137.2645037037037,124.17711111111112,133.424,154.1924,150,150
buildings,116.31484444444445,116.1784,116.60555555555555,116.16057777777777,150,150
buildings,114.22173333333333,114.22173333333333,114.22173333333333,114.22173333333333,150,150
buildings,122.90622222222223,122.90622222222223,122.90622222222223,122.90622222222223,150,150
buildings,116.78524444444444,115.79973333333334,114.59568888888889,119.96031111111111,150,150
buildings,104.51165925925926,89.86502222222222,104.53328888888889,119.13666666666667,150,150
buildings,137.35986666666668,139.16773333333333,137.5995111111111,135.31235555555557,150,150
buildings,132.9344888888889,132.9344888888889,132.9344888888889,132.9344888888889,150,150
buildings,99.14653333333334,98.24284444444444,100.14577777777778,99.05097777777777,150,150
buildings,142.07994074074074,138.36106666666666,141.19213333333335,146.6866222222222,150,150
buildings,59.15308148148148,93.36644444444444,59.6816,24.4112,150,150
buildings,150.1280148148148,159.61893333333333,155.15275555555556,135.61235555555555,150,150
buildings,158.49037037037036,151.13115555555555,157.04466666666667,167.29528888888888,150,150
buildings,102.7761925925926,129.02386666666666,91.82217777777778,87.48253333333334,150,150
buildings,131.74419259259258,139.2896,134.92457777777778,121.0184,150,150
buildings,106.56355555555555,100.35022222222223,106.15715555555556,113.1832888888889,150,150
buildings,131.62151111111112,134.0906222222222,132.15217777777778,128.62173333333334,150,150
buildings,75.42900740740741,52.8564,76.00635555555556,97.42426666666667,150,150
buildings,126.63444444444444,126.63444444444444,126.63444444444444,126.63444444444444,150,150
buildings,71.31611851851852,73.3392,68.44364444444444,72.16551111111112,150,150
buildings,130.04428148148148,122.31106666666666,128.1932888888889,139.62848888888888,150,150
buildings,109.2177037037037,109.276,113.0412,105.33591111111112,150,150
buildings,115.34986666666667,113.5667111111111,115.044,117.43888888888888,150,150
buildings,117.53471111111111,122.3120888888889,120.23266666666666,110.05937777777778,150,150
buildings,142.39862222222223,144.98795555555554,143.07946666666666,139.12844444444445,150,150
buildings,69.82688888888889,57.358577777777775,67.49897777777778,84.62311111111111,150,150
buildings,109.3285925925926,110.59928888888889,112.33951111111111,105.04697777777778,150,150
buildings,106.0844,106.17413333333333,106.34573333333333,105.73333333333333,150,150
buildings,110.29502222222222,110.29502222222222,110.29502222222222,110.29502222222222,150,150
buildings,130.8001925925926,109.5488,141.05262222222223,141.79915555555556,150,150
buildings,96.51512592592593,94.54186666666666,97.3988,97.60471111111111,150,150
buildings,62.2072,64.77288888888889,63.63044444444444,58.218266666666665,150,150
buildings,96.21521481481481,92.70488888888889,100.93035555555555,95.0104,150,150
buildings,134.53586666666666,150.44,137.0424888888889,116.12511111111111,150,150
buildings,99.63336296296296,110.60266666666666,98.19631111111111,90.10111111111111,150,150
buildings,92.12011851851852,83.54448888888889,93.99946666666666,98.8164,150,150
buildings,100.46208888888889,99.73502222222223,95.26964444444444,106.3816,150,150
buildings,152.35737777777777,152.54546666666667,152.16102222222221,152.36564444444446,150,150
buildings,109.40148148148148,87.722,107.19288888888889,133.28955555555555,150,150
buildings,102.36275555555555,102.36275555555555,102.36275555555555,102.36275555555555,150,150
buildings,127.28075555555556,130.8172888888889,129.6220888888889,121.4028888888889,150,150
buildings,118.5730074074074,100.80266666666667,116.2979111111111,138.61844444444444,150,150
buildings,159.50017777777776,160.27897777777778,163.20844444444444,155.0131111111111,150,150
